gid	tid	ttype	chrom	start	end	srd	size.rna	size.exon	size.cds	note1	note2
Zm00004b000285	Zm00004b000285_T001	mRNA	chr01	8640068	8652006	-	11939	3987	3156		
Zm00004b000286	Zm00004b000286_T001	mRNA	chr01	8653672	8661997	+	8326	1332	1332		
Zm00004b000287	Zm00004b000287_T001	mRNA	chr01	8673692	8675589	-	1898	699	699		
Zm00004b000288	Zm00004b000288_T001	mRNA	chr01	8693357	8697981	+	4625	2276	1191		
Zm00004b000289	Zm00004b000289_T001	mRNA	chr01	8700383	8704804	-	4422	2964	1260		
Zm00004b000290	Zm00004b000290_T001	mRNA	chr01	8738198	8744170	+	5973	2415	1200		
Zm00004b000291	Zm00004b000291_T001	mRNA	chr01	8744639	8748329	-	3691	1445	831		
Zm00004b000292	Zm00004b000292_T001	mRNA	chr01	8763938	8764204	-	267	267	267		
Zm00004b000293	Zm00004b000293_T001	mRNA	chr01	8769973	8773379	+	3407	1357	567		
Zm00004b000294	Zm00004b000294_T001	mRNA	chr01	8776104	8793535	-	17432	1646	1296		
Zm00004b000295	Zm00004b000295_T001	mRNA	chr01	8799989	8802375	+	2387	1355	738		
Zm00004b000296	Zm00004b000296_T001	mRNA	chr01	8808863	8811414	+	2552	1965	723		
Zm00004b000297	Zm00004b000297_T001	mRNA	chr01	8810636	8813370	-	2735	1738	1317		
Zm00004b000298	Zm00004b000298_T001	mRNA	chr01	8851872	8855369	+	3498	1693	531		
Zm00004b000299	Zm00004b000299_T001	mRNA	chr01	8867062	8870576	+	3515	1418	639		
Zm00004b000300	Zm00004b000300_T001	mRNA	chr01	8934922	8940775	+	5854	735	735		
Zm00004b000301	Zm00004b000301_T001	mRNA	chr01	8967587	8970017	-	2431	455	384		
Zm00004b000302	Zm00004b000302_T001	mRNA	chr01	8972582	8974230	+	1649	1131	1131		
Zm00004b000303	Zm00004b000303_T001	mRNA	chr01	9069085	9070772	+	1688	721	270		
Zm00004b000304	Zm00004b000304_T001	mRNA	chr01	9076351	9078240	+	1890	1689	1215		
Zm00004b000305	Zm00004b000305_T001	mRNA	chr01	9078121	9082058	-	3938	3544	3141		
Zm00004b000306	Zm00004b000306_T001	mRNA	chr01	9096070	9099251	-	3182	2293	1839		
Zm00004b000307	Zm00004b000307_T001	mRNA	chr01	9105640	9109698	+	4059	519	519		
Zm00004b000308	Zm00004b000308_T001	mRNA	chr01	9188668	9192022	-	3355	2798	1911		
Zm00004b000309	Zm00004b000309_T001	mRNA	chr01	9232919	9233710	+	792	792	792		
Zm00004b000310	Zm00004b000310_T001	mRNA	chr01	9234565	9238376	-	3812	1319	1101		
Zm00004b000311	Zm00004b000311_T001	mRNA	chr01	9274746	9277115	+	2370	1640	888		
Zm00004b000312	Zm00004b000312_T001	mRNA	chr01	9282467	9284029	+	1563	1563	1563		
Zm00004b000313	Zm00004b000313_T001	mRNA	chr01	9299295	9300905	-	1611	1611	1611		
Zm00004b000314	Zm00004b000314_T001	mRNA	chr01	9307131	9309678	+	2548	1671	525		
Zm00004b000315	Zm00004b000315_T001	mRNA	chr01	9345178	9349933	-	4756	801	735		
Zm00004b000316	Zm00004b000316_T001	mRNA	chr01	9359536	9364150	-	4615	915	915		
Zm00004b000317	Zm00004b000317_T001	mRNA	chr01	9392619	9396396	-	3778	2732	873		
Zm00004b000318	Zm00004b000318_T001	mRNA	chr01	9475379	9476737	-	1359	1359	1359		
Zm00004b000319	Zm00004b000319_T001	mRNA	chr01	9479477	9480982	+	1506	1506	1506		
Zm00004b000320	Zm00004b000320_T001	mRNA	chr01	9483479	9488386	-	4908	3267	2148		
Zm00004b000321	Zm00004b000321_T001	mRNA	chr01	9577797	9578189	-	393	393	393		
Zm00004b000322	Zm00004b000322_T001	mRNA	chr01	9584052	9587402	+	3351	2062	1629		
Zm00004b000323	Zm00004b000323_T001	mRNA	chr01	9588862	9591740	+	2879	1169	495		
Zm00004b000324	Zm00004b000324_T001	mRNA	chr01	9595901	9598775	+	2875	2194	1722		
Zm00004b000325	Zm00004b000325_T001	mRNA	chr01	9610656	9620398	-	9743	2521	1119		
Zm00004b000326	Zm00004b000326_T001	mRNA	chr01	9627279	9629501	+	2223	2223	2223		
Zm00004b000327	Zm00004b000327_T001	mRNA	chr01	9653625	9660094	+	6470	2620	2079		
Zm00004b000328	Zm00004b000328_T001	mRNA	chr01	9711908	9713268	-	1361	944	738		
Zm00004b000329	Zm00004b000329_T001	mRNA	chr01	9757256	9757960	+	705	318	318		
Zm00004b000330	Zm00004b000330_T001	mRNA	chr01	9825733	9829446	+	3714	2761	1659		
Zm00004b000331	Zm00004b000331_T001	mRNA	chr01	9831233	9838763	-	7531	5910	4581		
Zm00004b000332	Zm00004b000332_T001	mRNA	chr01	9890700	9897248	-	6549	2117	1818		
Zm00004b000333	Zm00004b000333_T001	mRNA	chr01	9937800	9940172	+	2373	2373	2373		
Zm00004b000334	Zm00004b000334_T001	mRNA	chr01	9988606	9988995	-	390	390	390		
Zm00004b000335	Zm00004b000335_T001	mRNA	chr01	10023646	10024119	+	474	474	474		
Zm00004b000336	Zm00004b000336_T001	mRNA	chr01	10068263	10072460	+	4198	3550	2679		
Zm00004b000337	Zm00004b000337_T001	mRNA	chr01	10139031	10146825	-	7795	1332	1197		
Zm00004b000338	Zm00004b000338_T001	mRNA	chr01	10148592	10216375	+	67784	4594	1110		
Zm00004b000339	Zm00004b000339_T001	mRNA	chr01	10217468	10218319	+	852	852	852		
Zm00004b000340	Zm00004b000340_T001	mRNA	chr01	10218205	10224619	-	6415	3827	3018		
Zm00004b000341	Zm00004b000341_T001	mRNA	chr01	10253476	10254894	+	1419	1419	1419		
Zm00004b000342	Zm00004b000342_T001	mRNA	chr01	10277163	10278539	-	1377	1377	1377		
Zm00004b000343	Zm00004b000343_T001	mRNA	chr01	10287147	10290309	+	3163	2007	2007		
Zm00004b000344	Zm00004b000344_T001	mRNA	chr01	10292840	10294351	+	1512	1512	1512		
Zm00004b000345	Zm00004b000345_T001	mRNA	chr01	10346247	10348064	+	1818	1818	1818		
Zm00004b000346	Zm00004b000346_T001	mRNA	chr01	10399649	10403200	-	3552	3461	3123		
Zm00004b000347	Zm00004b000347_T001	mRNA	chr01	10506652	10517322	+	10671	1669	1410		
Zm00004b000348	Zm00004b000348_T001	mRNA	chr01	10548490	10550780	-	2291	2208	2208		
Zm00004b000349	Zm00004b000349_T001	mRNA	chr01	10581876	10584919	-	3044	1089	690		
Zm00004b000350	Zm00004b000350_T001	mRNA	chr01	10626605	10630482	+	3878	1620	798		
Zm00004b000351	Zm00004b000351_T001	mRNA	chr01	10638246	10639605	-	1360	747	528		
Zm00004b000352	Zm00004b000352_T001	mRNA	chr01	10671245	10674374	-	3130	2294	753		
Zm00004b000353	Zm00004b000353_T001	mRNA	chr01	10753914	10754733	+	820	605	267		
Zm00004b000354	Zm00004b000354_T001	mRNA	chr01	10789256	10793865	+	4610	2357	1563		
Zm00004b000355	Zm00004b000355_T001	mRNA	chr01	10914889	10925351	+	10463	1244	687		
Zm00004b000356	Zm00004b000356_T001	mRNA	chr01	10936373	10936639	+	267	267	267		
Zm00004b000357	Zm00004b000357_T001	mRNA	chr01	10962462	10962689	+	228	228	228		
Zm00004b000358	Zm00004b000358_T001	mRNA	chr01	11003202	11039861	+	36660	2647	1827		
Zm00004b000359	Zm00004b000359_T001	mRNA	chr01	11047488	11050807	+	3320	378	378		
Zm00004b000360	Zm00004b000360_T001	mRNA	chr01	11062010	11085954	+	23945	2813	2601		
Zm00004b000361	Zm00004b000361_T001	mRNA	chr01	11128629	11135084	-	6456	5392	1671		
Zm00004b000362	Zm00004b000362_T001	mRNA	chr01	11142636	11148350	-	5715	3321	2427		
Zm00004b000363	Zm00004b000363_T001	mRNA	chr01	11149014	11151629	+	2616	772	537		
Zm00004b000364	Zm00004b000364_T001	mRNA	chr01	11198284	11204831	-	6548	1872	1740		
Zm00004b000365	Zm00004b000365_T001	mRNA	chr01	11206502	11209370	-	2869	1058	552		
Zm00004b000366	Zm00004b000366_T001	mRNA	chr01	11296798	11296998	-	201	201	201		
Zm00004b000367	Zm00004b000367_T001	mRNA	chr01	11329656	11329922	-	267	267	267		
Zm00004b000368	Zm00004b000368_T001	mRNA	chr01	11345231	11348328	+	3098	1351	1083		
Zm00004b000369	Zm00004b000369_T001	mRNA	chr01	11357973	11360439	-	2467	2237	1689		
Zm00004b000370	Zm00004b000370_T001	mRNA	chr01	11471798	11472959	+	1162	965	504		
Zm00004b000371	Zm00004b000371_T001	mRNA	chr01	11477463	11478621	-	1159	975	825		
Zm00004b000372	Zm00004b000372_T001	mRNA	chr01	11526344	11531033	-	4690	1046	495		
Zm00004b000373	Zm00004b000373_T001	mRNA	chr01	11577023	11580681	-	3659	2682	1134		
Zm00004b000374	Zm00004b000374_T001	mRNA	chr01	11644714	11649015	+	4302	2183	1737		
Zm00004b000375	Zm00004b000375_T001	mRNA	chr01	11655026	11656000	-	975	975	975		
Zm00004b000376	Zm00004b000376_T001	mRNA	chr01	11661908	11662822	-	915	819	819		
Zm00004b000377	Zm00004b000377_T001	mRNA	chr01	11667718	11669917	+	2200	543	543		
Zm00004b000378	Zm00004b000378_T001	mRNA	chr01	11674344	11676991	+	2648	2469	2301		
Zm00004b000379	Zm00004b000379_T001	mRNA	chr01	11735429	11735656	+	228	228	228		
Zm00004b000380	Zm00004b000380_T001	mRNA	chr01	11738570	11752484	-	13915	1215	546		
Zm00004b000381	Zm00004b000381_T001	mRNA	chr01	11857571	11861834	+	4264	1984	1275		
Zm00004b000382	Zm00004b000382_T001	mRNA	chr01	11911738	11918522	+	6785	1135	690		
Zm00004b000383	Zm00004b000383_T001	mRNA	chr01	11965063	11966637	-	1575	1575	1575		
Zm00004b000384	Zm00004b000384_T001	mRNA	chr01	11980524	11987112	-	6589	2389	1689		
Zm00004b000385	Zm00004b000385_T001	mRNA	chr01	12040688	12041919	+	1232	771	771		
Zm00004b000386	Zm00004b000386_T001	mRNA	chr01	12042299	12042535	-	237	237	237		
Zm00004b000387	Zm00004b000387_T001	mRNA	chr01	12043171	12043854	-	684	684	684		
Zm00004b000388	Zm00004b000388_T001	mRNA	chr01	12132574	12138833	+	6260	3418	2820		
Zm00004b000389	Zm00004b000389_T001	mRNA	chr01	12139558	12144517	-	4960	3081	2424		
Zm00004b000390	Zm00004b000390_T001	mRNA	chr01	12231814	12233410	-	1597	1408	1257		
Zm00004b000391	Zm00004b000391_T001	mRNA	chr01	12237563	12241951	+	4389	1699	1161		
Zm00004b000392	Zm00004b000392_T001	mRNA	chr01	12269498	12271576	+	2079	2003	1542		
Zm00004b000393	Zm00004b000393_T001	mRNA	chr01	12273533	12278183	-	4651	2290	1668		
Zm00004b000394	Zm00004b000394_T001	mRNA	chr01	12343778	12352306	+	8529	763	495		
Zm00004b000395	Zm00004b000395_T001	mRNA	chr01	12447415	12453851	+	6437	3762	1062		
Zm00004b000396	Zm00004b000396_T001	mRNA	chr01	12543666	12563440	+	19775	2252	1986		
Zm00004b000397	Zm00004b000397_T001	mRNA	chr01	12585411	12587443	+	2033	934	699		
Zm00004b000398	Zm00004b000398_T001	mRNA	chr01	12690712	12691740	+	1029	956	951		
Zm00004b000399	Zm00004b000399_T001	mRNA	chr01	12691978	12694081	+	2104	2024	1797		
Zm00004b000400	Zm00004b000400_T001	mRNA	chr01	12694387	12695367	+	981	885	756		
Zm00004b000401	Zm00004b000401_T001	mRNA	chr01	12700490	12701624	+	1135	1007	801		
Zm00004b000402	Zm00004b000402_T001	mRNA	chr01	12807308	12814764	+	7457	2064	1071		
Zm00004b000403	Zm00004b000403_T001	mRNA	chr01	12814983	12815525	+	543	543	543		
Zm00004b000404	Zm00004b000404_T001	mRNA	chr01	12815711	12823681	-	7971	2465	1419		
Zm00004b000405	Zm00004b000405_T001	mRNA	chr01	12888797	12893006	+	4210	2415	1344		
Zm00004b000406	Zm00004b000406_T001	mRNA	chr01	12893381	12900239	-	6859	2896	2064		
Zm00004b000407	Zm00004b000407_T001	mRNA	chr01	13006984	13008173	-	1190	608	573		
Zm00004b000408	Zm00004b000408_T001	mRNA	chr01	13015880	13025029	+	9150	3479	2580		
Zm00004b000409	Zm00004b000409_T001	mRNA	chr01	13028899	13030188	+	1290	1290	1290		
Zm00004b000410	Zm00004b000410_T001	mRNA	chr01	13040970	13041296	-	327	327	327		
Zm00004b000411	Zm00004b000411_T001	mRNA	chr01	13106203	13112056	+	5854	2904	1515		
Zm00004b000412	Zm00004b000412_T001	mRNA	chr01	13111139	13113017	-	1879	1545	1053		
Zm00004b000413	Zm00004b000413_T001	mRNA	chr01	13113430	13116294	+	2865	2505	2505		
Zm00004b000414	Zm00004b000414_T001	mRNA	chr01	13203989	13209332	-	5344	2795	2049		
Zm00004b000415	Zm00004b000415_T001	mRNA	chr01	13214660	13222192	-	7533	5406	2238		
Zm00004b000416	Zm00004b000416_T001	mRNA	chr01	13223876	13228736	+	4861	3340	1134		
Zm00004b000417	Zm00004b000417_T001	mRNA	chr01	13237256	13248640	+	11385	1755	1287		
Zm00004b000418	Zm00004b000418_T001	mRNA	chr01	13250855	13251406	-	552	552	552		
Zm00004b000419	Zm00004b000419_T001	mRNA	chr01	13284116	13288174	+	4059	1636	1536		
Zm00004b000420	Zm00004b000420_T001	mRNA	chr01	13289732	13291076	-	1345	1216	873		
Zm00004b000421	Zm00004b000421_T001	mRNA	chr01	13296177	13296665	-	489	489	489		
Zm00004b000422	Zm00004b000422_T001	mRNA	chr01	13343063	13350942	+	7880	3663	3000		
Zm00004b000423	Zm00004b000423_T001	mRNA	chr01	13383147	13383446	-	300	300	300		
Zm00004b000424	Zm00004b000424_T001	mRNA	chr01	13385284	13389691	-	4408	4025	2904		
Zm00004b000425	Zm00004b000425_T001	mRNA	chr01	13434014	13439917	-	5904	2756	1962		
Zm00004b000426	Zm00004b000426_T001	mRNA	chr01	13512237	13518948	-	6712	2920	2394		
Zm00004b000427	Zm00004b000427_T001	mRNA	chr01	13523019	13526872	-	3854	984	984		
Zm00004b000428	Zm00004b000428_T001	mRNA	chr01	13527563	13538687	-	11125	2359	2115		
Zm00004b000429	Zm00004b000429_T001	mRNA	chr01	13567330	13571146	+	3817	1339	720		
Zm00004b000430	Zm00004b000430_T001	mRNA	chr01	13589543	13591107	-	1565	1439	369		
Zm00004b000431	Zm00004b000431_T001	mRNA	chr01	13622893	13632968	+	10076	2565	1941		
Zm00004b000432	Zm00004b000432_T001	mRNA	chr01	13641511	13645903	+	4393	1688	609		
Zm00004b000433	Zm00004b000433_T001	mRNA	chr01	13646839	13649038	+	2200	1457	1188		
Zm00004b000434	Zm00004b000434_T001	mRNA	chr01	13778531	13781088	+	2558	1311	1311		
Zm00004b000435	Zm00004b000435_T001	mRNA	chr01	13945906	13946871	+	966	869	417		
Zm00004b000436	Zm00004b000436_T001	mRNA	chr01	13947882	13956000	+	8119	1173	1173		
Zm00004b000437	Zm00004b000437_T001	mRNA	chr01	13975998	13978010	+	2013	1910	903		
Zm00004b000438	Zm00004b000438_T001	mRNA	chr01	13980747	13984735	-	3989	534	534		
Zm00004b000439	Zm00004b000439_T001	mRNA	chr01	14089738	14092759	+	3022	1865	1590		
Zm00004b000440	Zm00004b000440_T001	mRNA	chr01	14103982	14106348	+	2367	2367	2367		
Zm00004b000441	Zm00004b000441_T001	mRNA	chr01	14137167	14146345	+	9179	3162	2736		
Zm00004b000442	Zm00004b000442_T001	mRNA	chr01	14147082	14153642	+	6561	2423	1641		
Zm00004b000443	Zm00004b000443_T001	mRNA	chr01	14209236	14209484	-	249	249	249		
Zm00004b000444	Zm00004b000444_T001	mRNA	chr01	14248769	14265726	-	16958	1447	957		
Zm00004b000445	Zm00004b000445_T001	mRNA	chr01	14300178	14303708	-	3531	426	426		
Zm00004b000446	Zm00004b000446_T001	mRNA	chr01	14447011	14447217	+	207	207	207		
Zm00004b000447	Zm00004b000447_T001	mRNA	chr01	14478164	14486264	+	8101	2632	837		
Zm00004b000448	Zm00004b000448_T001	mRNA	chr01	14531380	14536544	+	5165	525	291		
Zm00004b000449	Zm00004b000449_T001	mRNA	chr01	14580885	14584926	+	4042	1159	873		
Zm00004b000450	Zm00004b000450_T001	mRNA	chr01	14597178	14604758	-	7581	930	930		
Zm00004b000451	Zm00004b000451_T001	mRNA	chr01	14624357	14624614	+	258	258	258		
Zm00004b000452	Zm00004b000452_T001	mRNA	chr01	14628471	14628731	+	261	261	261		
Zm00004b000453	Zm00004b000453_T001	mRNA	chr01	14666627	14666854	+	228	228	228		
Zm00004b000454	Zm00004b000454_T001	mRNA	chr01	14683822	14684082	+	261	261	261		
Zm00004b000455	Zm00004b000455_T001	mRNA	chr01	14742626	14742856	-	231	231	231		
Zm00004b000456	Zm00004b000456_T001	mRNA	chr01	14773402	14776797	+	3396	2260	1503		
Zm00004b000457	Zm00004b000457_T001	mRNA	chr01	14826055	14827818	+	1764	1764	1764		
Zm00004b000458	Zm00004b000458_T001	mRNA	chr01	14831580	14843787	+	12208	3092	2577		
Zm00004b000459	Zm00004b000459_T001	mRNA	chr01	14878527	14882383	-	3857	3150	1752		
Zm00004b000460	Zm00004b000460_T001	mRNA	chr01	14906138	14912189	-	6052	3354	2748		
Zm00004b000461	Zm00004b000461_T001	mRNA	chr01	14917184	14919675	+	2492	2410	663		
Zm00004b000462	Zm00004b000462_T001	mRNA	chr01	14949196	14949468	-	273	273	273		
Zm00004b000463	Zm00004b000463_T001	mRNA	chr01	14950316	14968515	-	18200	5481	4554		
Zm00004b000464	Zm00004b000464_T001	mRNA	chr01	15047708	15049783	+	2076	794	666		
Zm00004b000465	Zm00004b000465_T001	mRNA	chr01	15175302	15180335	-	5034	4233	939		
Zm00004b000466	Zm00004b000466_T001	mRNA	chr01	15185311	15187614	-	2304	1551	1551		
Zm00004b000467	Zm00004b000467_T001	mRNA	chr01	15262625	15270400	+	7776	2769	1863		
Zm00004b000468	Zm00004b000468_T001	mRNA	chr01	15271271	15272912	+	1642	1374	579		
Zm00004b000469	Zm00004b000469_T001	mRNA	chr01	15278853	15283953	-	5101	2856	1884		
Zm00004b000470	Zm00004b000470_T001	mRNA	chr01	15287512	15291105	+	3594	1456	1086		
Zm00004b000471	Zm00004b000471_T001	mRNA	chr01	15308435	15309175	+	741	741	741		
Zm00004b000472	Zm00004b000472_T001	mRNA	chr01	15379264	15379662	+	399	399	399		
Zm00004b000473	Zm00004b000473_T001	mRNA	chr01	15511191	15512371	-	1181	429	429		
Zm00004b000474	Zm00004b000474_T001	mRNA	chr01	15519791	15527276	+	7486	1578	1578		
Zm00004b000475	Zm00004b000475_T001	mRNA	chr01	15528069	15528386	-	318	318	318		
Zm00004b000476	Zm00004b000476_T001	mRNA	chr01	15528766	15530065	+	1300	1059	1059		
Zm00004b000477	Zm00004b000477_T001	mRNA	chr01	15532728	15533228	+	501	501	501		
Zm00004b000478	Zm00004b000478_T001	mRNA	chr01	15543085	15543648	-	564	564	564		
Zm00004b000479	Zm00004b000479_T001	mRNA	chr01	15569757	15575488	-	5732	1666	942		
Zm00004b000480	Zm00004b000480_T001	mRNA	chr01	15575697	15579608	+	3912	2509	1320		
Zm00004b000481	Zm00004b000481_T001	mRNA	chr01	15616234	15616497	+	264	264	264		
Zm00004b000482	Zm00004b000482_T001	mRNA	chr01	15617204	15618100	-	897	897	897		
Zm00004b000483	Zm00004b000483_T001	mRNA	chr01	15621304	15621630	-	327	327	327		
Zm00004b000484	Zm00004b000484_T001	mRNA	chr01	15623482	15624506	+	1025	482	444		
Zm00004b000485	Zm00004b000485_T001	mRNA	chr01	15646779	15656994	+	10216	5363	3780		
Zm00004b000486	Zm00004b000486_T001	mRNA	chr01	15662174	15664663	-	2490	1927	1632		
Zm00004b000487	Zm00004b000487_T001	mRNA	chr01	15665459	15667093	-	1635	1635	1635		
Zm00004b000488	Zm00004b000488_T001	mRNA	chr01	15716030	15719060	+	3031	938	492		
Zm00004b000489	Zm00004b000489_T001	mRNA	chr01	15791487	15805861	+	14375	1205	753		
Zm00004b000490	Zm00004b000490_T001	mRNA	chr01	15834364	15843539	-	9176	2166	1377		
Zm00004b000491	Zm00004b000491_T001	mRNA	chr01	15920023	15921564	+	1542	1542	1542		
Zm00004b000492	Zm00004b000492_T001	mRNA	chr01	15995069	15996690	-	1622	1430	987		
Zm00004b000493	Zm00004b000493_T001	mRNA	chr01	15995987	16001017	+	5031	2911	2283		
Zm00004b000494	Zm00004b000494_T001	mRNA	chr01	16141505	16144394	+	2890	2015	1299		
Zm00004b000495	Zm00004b000495_T001	mRNA	chr01	16148790	16153850	-	5061	1433	768		
Zm00004b000496	Zm00004b000496_T001	mRNA	chr01	16193741	16198747	-	5007	1834	1443		
Zm00004b000497	Zm00004b000497_T001	mRNA	chr01	16253940	16267069	-	13130	3055	1263		
Zm00004b000498	Zm00004b000498_T001	mRNA	chr01	16282268	16285203	-	2936	1686	1035		
Zm00004b000499	Zm00004b000499_T001	mRNA	chr01	16324200	16325192	+	993	993	993		
Zm00004b000500	Zm00004b000500_T001	mRNA	chr01	16325711	16332082	-	6372	2244	1566		
Zm00004b000501	Zm00004b000501_T001	mRNA	chr01	16424551	16425998	-	1448	1102	279		
Zm00004b000502	Zm00004b000502_T001	mRNA	chr01	16449633	16450922	+	1290	1290	1290		
Zm00004b000503	Zm00004b000503_T001	mRNA	chr01	16591482	16592909	+	1428	1194	261		
Zm00004b000504	Zm00004b000504_T001	mRNA	chr01	16685062	16688571	+	3510	2330	1437		
Zm00004b000505	Zm00004b000505_T001	mRNA	chr01	16786476	16790505	-	4030	1624	1110		
Zm00004b000506	Zm00004b000506_T001	mRNA	chr01	16802489	16804228	-	1740	1659	1257		
Zm00004b000507	Zm00004b000507_T001	mRNA	chr01	16807431	16810600	-	3170	534	534		
Zm00004b000508	Zm00004b000508_T001	mRNA	chr01	16825100	16825366	+	267	267	267		
Zm00004b000509	Zm00004b000509_T001	mRNA	chr01	16876789	16881404	-	4616	666	666		
Zm00004b000510	Zm00004b000510_T001	mRNA	chr01	16884140	16892143	+	8004	1426	1071		
Zm00004b000511	Zm00004b000511_T001	mRNA	chr01	16991207	17000093	+	8887	1571	873		
Zm00004b000512	Zm00004b000512_T001	mRNA	chr01	17000377	17004943	+	4567	2856	1176		
Zm00004b000513	Zm00004b000513_T001	mRNA	chr01	17068064	17069029	+	966	966	966		
Zm00004b000514	Zm00004b000514_T001	mRNA	chr01	17069263	17072666	-	3404	2205	1455		
Zm00004b000515	Zm00004b000515_T001	mRNA	chr01	17073219	17079787	+	6569	2341	1461		
Zm00004b000516	Zm00004b000516_T001	mRNA	chr01	17082925	17083125	-	201	201	201		
Zm00004b000517	Zm00004b000517_T001	mRNA	chr01	17089540	17096415	-	6876	2250	1755		
Zm00004b000518	Zm00004b000518_T001	mRNA	chr01	17127153	17127452	+	300	300	300		
Zm00004b000519	Zm00004b000519_T001	mRNA	chr01	17130557	17133855	-	3299	2233	750		
Zm00004b000520	Zm00004b000520_T001	mRNA	chr01	17211963	17213638	-	1676	838	777		
Zm00004b000521	Zm00004b000521_T001	mRNA	chr01	17227202	17228215	+	1014	1014	1014		
Zm00004b000522	Zm00004b000522_T001	mRNA	chr01	17291002	17295568	+	4567	1639	1071		
Zm00004b000523	Zm00004b000523_T001	mRNA	chr01	17385958	17386941	-	984	984	984		
Zm00004b000524	Zm00004b000524_T001	mRNA	chr01	17475660	17480146	-	4487	2316	1572		
Zm00004b000525	Zm00004b000525_T001	mRNA	chr01	17576723	17578867	-	2145	1119	576		
Zm00004b000526	Zm00004b000526_T001	mRNA	chr01	17615306	17620654	-	5349	2008	1701		
Zm00004b000527	Zm00004b000527_T001	mRNA	chr01	17759788	17760123	-	336	336	336		
Zm00004b000528	Zm00004b000528_T001	mRNA	chr01	17774889	17778673	+	3785	921	921		
Zm00004b000529	Zm00004b000529_T001	mRNA	chr01	17782088	17790971	-	8884	4333	2943		
Zm00004b000530	Zm00004b000530_T001	mRNA	chr01	17782195	17782839	+	645	645	645		
Zm00004b000531	Zm00004b000531_T001	mRNA	chr01	17796988	17798588	+	1601	1303	711		
Zm00004b000532	Zm00004b000532_T001	mRNA	chr01	17798032	17807044	-	9013	3125	1692		
Zm00004b000533	Zm00004b000533_T001	mRNA	chr01	17830277	17832895	-	2619	1376	984		
Zm00004b000534	Zm00004b000534_T001	mRNA	chr01	17834232	17841796	-	7565	1811	993		
Zm00004b000535	Zm00004b000535_T001	mRNA	chr01	17868414	17869106	+	693	693	693		
Zm00004b000536	Zm00004b000536_T001	mRNA	chr01	17883357	17888929	+	5573	1805	1326		
Zm00004b000537	Zm00004b000537_T001	mRNA	chr01	17999587	18006229	+	6643	3279	2853		
Zm00004b000538	Zm00004b000538_T001	mRNA	chr01	18051020	18051286	+	267	267	267		
Zm00004b000539	Zm00004b000539_T001	mRNA	chr01	18064074	18064475	-	402	402	402		
Zm00004b000540	Zm00004b000540_T001	mRNA	chr01	18064165	18064830	+	666	666	666		
Zm00004b000541	Zm00004b000541_T001	mRNA	chr01	18073077	18082400	+	9324	3683	1548		
Zm00004b000542	Zm00004b000542_T001	mRNA	chr01	18081889	18086509	-	4621	2043	741		
Zm00004b000543	Zm00004b000543_T001	mRNA	chr01	18088630	18090256	+	1627	1250	573		
Zm00004b000544	Zm00004b000544_T001	mRNA	chr01	18118547	18119794	+	1248	1248	1248		
Zm00004b000545	Zm00004b000545_T001	mRNA	chr01	18151955	18155719	+	3765	2441	1632		
Zm00004b000546	Zm00004b000546_T001	mRNA	chr01	18245969	18260526	+	14558	3572	1878		
Zm00004b000547	Zm00004b000547_T001	mRNA	chr01	18299899	18302918	+	3020	1845	1593		
Zm00004b000548	Zm00004b000548_T001	mRNA	chr01	18303688	18306162	-	2475	644	294		
Zm00004b000549	Zm00004b000549_T001	mRNA	chr01	18325831	18327409	-	1579	549	549		
Zm00004b000550	Zm00004b000550_T001	mRNA	chr01	18373260	18375245	-	1986	894	894		
Zm00004b000551	Zm00004b000551_T001	mRNA	chr01	18491536	18511088	+	19553	3492	2370		
Zm00004b000552	Zm00004b000552_T001	mRNA	chr01	18566741	18571819	+	5079	3612	276		
Zm00004b000553	Zm00004b000553_T001	mRNA	chr01	18572853	18579680	-	6828	1581	933		
Zm00004b000554	Zm00004b000554_T001	mRNA	chr01	18637276	18649070	+	11795	2336	1443		
Zm00004b000555	Zm00004b000555_T001	mRNA	chr01	18662710	18666981	-	4272	1087	681		
Zm00004b000556	Zm00004b000556_T001	mRNA	chr01	18700613	18700879	-	267	267	267		
